,detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,measurements
LD13389761,./diamond-details/LD13389761,['2.05'],['Jun 24'],['Jun 25'],"['$37,235']",,"['$18,163']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.7'],['None'],['1.01'],['Excellent'],['Excellent'],['62.0'],7.35 x 7.26 x 4.99 mm
LD13589798,./diamond-details/LD13589798,['1.80'],['Jun 19'],['Jun 22'],"['$25,260']",,"['$14,033']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.6'],['None'],['1.08'],['Excellent'],['Excellent'],['62.0'],7.14 x 6.61 x 4.53 mm
LD13223107,./diamond-details/LD13223107,['1.82'],['Jul 24'],['Jul 27'],"['$17,664']",,"['$9,705']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.8'],['Medium'],['1.12'],['Excellent'],['Excellent'],['59.0'],7.43 x 6.64 x 4.57 mm
LD13207571,./diamond-details/LD13207571,['1.91'],['Jul 24'],['Jul 27'],"['$17,536']",,"['$9,181']",['Cushion'],['IF'],['D'],['None'],Very Good,['67.5'],['Strong'],['1.01'],['Excellent'],['Excellent'],['63.0'],7.19 x 7.14 x 4.82 mm
LD13374544,./diamond-details/LD13374544,['1.57'],['Jun 19'],['Jun 22'],"['$16,668']",,"['$10,617']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.6'],['None'],['1.03'],['Excellent'],['Very Good'],['60.0'],6.53 x 6.37 x 4.37 mm
LD13725233,./diamond-details/LD13725233,['1.49'],['Jul 24'],['Jul 27'],"['$15,722']",,"['$10,552']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.0'],['None'],['1.02'],['Excellent'],['Excellent'],['60.0'],6.48 x 6.36 x 4.32 mm
LD13537267,./diamond-details/LD13537267,['1.40'],['Jul 24'],['Jul 27'],"['$14,142']",,"['$10,101']",['Cushion'],['IF'],['D'],['None'],Very Good,['67.3'],['Medium'],['1.10'],['Excellent'],['Excellent'],['63.0'],6.90 x 6.26 x 4.21 mm
LD13324357,./diamond-details/LD13324357,['1.31'],['Jul 24'],['Jul 27'],"['$13,803']",,"['$10,537']",['Cushion'],['IF'],['D'],['None'],Very Good,['69.0'],['None'],['1.03'],['Excellent'],['Excellent'],['62.0'],6.39 x 6.18 x 4.27 mm
LD13236480,./diamond-details/LD13236480,['1.52'],['Jul 24'],['Jul 27'],"['$12,914']",,"['$8,496']",['Cushion'],['IF'],['D'],['None'],Very Good,['67.6'],['Medium'],['1.06'],['Excellent'],['Excellent'],['63.0'],7.10 x 6.68 x 4.52 mm
LD13374126,./diamond-details/LD13374126,['1.20'],['Jun 24'],['Jun 25'],"['$12,534']",,"['$10,445']",['Cushion'],['IF'],['D'],['None'],Very Good,['67.8'],['None'],['1.13'],['Excellent'],['Very Good'],['64.0'],6.48 x 5.75 x 3.90 mm
LD13552238,./diamond-details/LD13552238,['1.19'],['Jul 24'],['Jul 27'],"['$10,300']",,"['$8,655']",['Cushion'],['IF'],['D'],['None'],Very Good,['67.3'],['None'],['1.07'],['Excellent'],['Excellent'],['60.0'],6.23 x 5.81 x 3.91 mm
LD13498503,./diamond-details/LD13498503,['1.01'],['Jun 19'],['Jun 22'],"['$7,931']",,"['$7,852']",['Cushion'],['IF'],['D'],['None'],Very Good,['69.4'],['Faint'],['1.09'],['Excellent'],['Good'],['62.0'],5.89 x 5.40 x 3.75 mm
LD13215863,./diamond-details/LD13215863,['1.01'],['Jun 24'],['Jun 25'],"['$7,851']",,"['$7,773']",['Cushion'],['IF'],['D'],['None'],Very Good,['68.3'],['Faint'],['1.08'],['Excellent'],['Excellent'],['61.0'],6.10 x 5.64 x 3.85 mm
LD13351429,./diamond-details/LD13351429,['3.50'],['Jul 24'],['Jul 27'],"['$105,494']",,"['$30,141']",['Cushion'],['FL'],['D'],['None'],Very Good,['66.8'],['None'],['1.13'],['Excellent'],['Excellent'],['65.0'],9.58 x 8.45 x 5.64 mm
LD10915828,./diamond-details/LD10915828,['3.01'],['Jun 19'],['Jun 22'],"['$89,013']",,"['$29,572']",['Cushion'],['FL'],['D'],['None'],Very Good,['66.7'],['None'],['1.03'],['Excellent'],['Very Good'],['62.0'],8.24 x 7.98 x 5.32 mm
LD13878621,./diamond-details/LD13878621,['3.01'],['Jul 24'],['Jul 27'],"['$79,102']",,"['$26,280']",['Cushion'],['FL'],['D'],['None'],Very Good,['67.3'],['None'],['1.10'],['Excellent'],['Excellent'],['64.0'],8.62 x 7.81 x 5.26 mm
LD13878622,./diamond-details/LD13878622,['3.01'],['Jul 24'],['Jul 27'],"['$79,102']",,"['$26,280']",['Cushion'],['FL'],['D'],['None'],Very Good,['67.1'],['None'],['1.10'],['Excellent'],['Excellent'],['61.0'],8.56 x 7.80 x 5.23 mm
LD13481663,./diamond-details/LD13481663,['2.59'],['Jul 24'],['Jul 27'],"['$59,029']",,"['$22,791']",['Cushion'],['FL'],['D'],['None'],Very Good,['66.8'],['None'],['1.12'],['Excellent'],['Excellent'],['63.0'],8.61 x 7.69 x 5.14 mm
LD13236456,./diamond-details/LD13236456,['1.71'],['Jul 24'],['Jul 27'],"['$18,261']",,"['$10,679']",['Cushion'],['FL'],['D'],['None'],Very Good,['67.4'],['None'],['1.09'],['Excellent'],['Excellent'],['61.0'],7.03 x 6.47 x 4.36 mm
LD13642545,./diamond-details/LD13642545,['1.51'],['Jun 19'],['Jun 22'],"['$18,148']",,"['$12,019']",['Cushion'],['FL'],['D'],['None'],Very Good,['67.7'],['None'],['1.07'],['Excellent'],['Excellent'],['60.0'],6.73 x 6.29 x 4.25 mm
LD13130774,./diamond-details/LD13130774,['1.42'],['Jul 24'],['Jul 27'],"['$15,764']",,"['$11,101']",['Cushion'],['FL'],['D'],['None'],Very Good,['67.3'],['Medium'],['1.00'],['Excellent'],['Excellent'],['62.0'],6.51 x 6.49 x 4.37 mm
LD12551441,./diamond-details/LD12551441,['1.24'],['Jun 19'],['Jun 22'],"['$11,925']",,"['$9,617']",['Cushion'],['FL'],['D'],['None'],Very Good,['66.5'],['None'],['1.12'],['Excellent'],['Very Good'],['63.0'],6.50 x 5.79 x 3.85 mm
LD13131768,./diamond-details/LD13131768,['0.71'],['Jun 15'],['Jun 15'],"['$1,618']",,"['$2,279']",['Cushion'],['SI1'],['J'],['None'],Astor Ideal,['70.4'],['None'],['1.03'],['Excellent'],['Very Good'],['60.0'],5.16 x 5.02 x 3.53 mm
LD13046478,./diamond-details/LD13046478,['0.41'],['Jun 15'],['Jun 15'],['$791'],,"['$1,929']",['Cushion'],['VVS1'],['J'],['None'],Astor Ideal,['73.7'],['Faint'],['1.00'],['Excellent'],['Excellent'],['58.0'],4.13 x 4.12 x 3.03 mm
LD11389541,./diamond-details/LD11389541,['0.34'],['Jun 15'],['Jun 15'],['$579'],,"['$1,703']",['Cushion'],['IF'],['J'],['None'],Astor Ideal,['75.1'],['None'],['1.04'],['Excellent'],['Very Good'],['57.0'],3.93 x 3.79 x 2.85 mm
LD10409894,./diamond-details/LD10409894,['1.05'],['Jun 15'],['Jun 15'],"['$3,686']",,"['$3,510']",['Cushion'],['SI1'],['I'],['None'],Astor Ideal,['72.5'],['None'],['1.01'],['Very Good'],['Very Good'],['59.0'],5.70 x 5.66 x 4.11 mm
LD10288049,./diamond-details/LD10288049,['1.05'],['Jun 15'],['Jun 15'],"['$3,684']",,"['$3,509']",['Cushion'],['SI1'],['I'],['None'],Astor Ideal,['72.0'],['None'],['1.01'],['Excellent'],['Very Good'],['56.0'],5.79 x 5.71 x 4.11 mm
LD10963113,./diamond-details/LD10963113,['0.90'],['Jun 15'],['Jun 15'],"['$2,915']",,"['$3,239']",['Cushion'],['VS2'],['I'],['None'],Astor Ideal,['70.5'],['None'],['1.03'],['Excellent'],['Very Good'],['57.0'],5.57 x 5.43 x 3.83 mm
LD13199965,./diamond-details/LD13199965,['0.71'],['Jun 15'],['Jun 15'],"['$1,983']",,"['$2,793']",['Cushion'],['VS2'],['I'],['None'],Astor Ideal,['69.5'],['None'],['1.02'],['Excellent'],['Very Good'],['58.0'],5.15 x 5.04 x 3.50 mm
LD11201564,./diamond-details/LD11201564,['0.36'],['Jun 15'],['Jun 15'],['$591'],,"['$1,642']",['Cushion'],['VVS2'],['I'],['None'],Astor Ideal,['76.1'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],3.93 x 3.91 x 2.97 mm
LD10624922,./diamond-details/LD10624922,['0.56'],['Jun 15'],['Jun 15'],"['$1,712']",,"['$3,057']",['Cushion'],['VVS1'],['I'],['None'],Astor Ideal,['66.2'],['None'],['1.01'],['Excellent'],['Very Good'],['61.0'],4.85 x 4.80 x 3.18 mm
LD12892372,./diamond-details/LD12892372,['0.43'],['Jun 15'],['Jun 15'],['$940'],,"['$2,186']",['Cushion'],['VVS1'],['I'],['None'],Astor Ideal,['74.6'],['Faint'],['1.03'],['Excellent'],['Very Good'],['59.0'],4.28 x 4.15 x 3.10 mm
LD12653977,./diamond-details/LD12653977,['1.22'],['Jun 15'],['Jun 15'],"['$6,121']",,"['$5,017']",['Cushion'],['SI1'],['H'],['None'],Astor Ideal,['74.7'],['None'],['1.01'],['Excellent'],['Very Good'],['56.0'],5.88 x 5.85 x 4.37 mm
LD10963111,./diamond-details/LD10963111,['1.05'],['Jun 15'],['Jun 15'],"['$3,878']",,"['$3,693']",['Cushion'],['SI1'],['H'],['None'],Astor Ideal,['75.2'],['None'],['1.03'],['Excellent'],['Very Good'],['55.0'],5.69 x 5.54 x 4.17 mm
LD11571166,./diamond-details/LD11571166,['0.70'],['Jun 15'],['Jun 15'],"['$1,792']",,"['$2,560']",['Cushion'],['SI1'],['H'],['None'],Astor Ideal,['70.2'],['None'],['1.01'],['Excellent'],['Very Good'],['58.0'],5.12 x 5.06 x 3.55 mm
LD13129090,./diamond-details/LD13129090,['0.32'],['Jun 15'],['Jun 15'],['$548'],,"['$1,712']",['Cushion'],['SI1'],['H'],['None'],Astor Ideal,['74.5'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],3.80 x 3.76 x 2.80 mm
LD10259839,./diamond-details/LD10259839,['0.72'],['Jun 15'],['Jun 15'],"['$2,002']",,"['$2,781']",['Cushion'],['VS2'],['H'],['None'],Astor Ideal,['73.7'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],5.01 x 4.94 x 3.64 mm
LD10494005,./diamond-details/LD10494005,['0.72'],['Jun 15'],['Jun 15'],"['$2,002']",,"['$2,781']",['Cushion'],['VS2'],['H'],['None'],Astor Ideal,['68.1'],['None'],['1.00'],['Excellent'],['Very Good'],['59.0'],5.16 x 5.15 x 3.51 mm
LD10288097,./diamond-details/LD10288097,['0.71'],['Jun 15'],['Jun 15'],"['$1,889']",,"['$2,661']",['Cushion'],['VS2'],['H'],['None'],Astor Ideal,['72.9'],['None'],['1.02'],['Very Good'],['Very Good'],['57.0'],5.04 x 4.94 x 3.60 mm
LD13046499,./diamond-details/LD13046499,['0.51'],['Jun 15'],['Jun 15'],"['$1,021']",,"['$2,002']",['Cushion'],['VS2'],['H'],['None'],Astor Ideal,['72.4'],['Strong'],['1.04'],['Excellent'],['Very Good'],['58.0'],4.59 x 4.43 x 3.21 mm
LD12991198,./diamond-details/LD12991198,['0.53'],['Jun 15'],['Jun 15'],"['$1,654']",,"['$3,121']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['68.2'],['Medium'],['1.01'],['Excellent'],['Very Good'],['56.0'],4.72 x 4.67 x 3.19 mm
LD10950413,./diamond-details/LD10950413,['0.41'],['Jun 15'],['Jun 15'],['$785'],,"['$1,915']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['66.5'],['Medium'],['1.00'],['Excellent'],['Very Good'],['58.0'],4.36 x 4.36 x 2.90 mm
LD11478076,./diamond-details/LD11478076,['0.41'],['Jun 15'],['Jun 15'],['$785'],,"['$1,915']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['69.1'],['Strong'],['1.03'],['Very Good'],['Excellent'],['57.0'],4.34 x 4.21 x 2.91 mm
LD11201566,./diamond-details/LD11201566,['0.34'],['Jun 15'],['Jun 15'],['$687'],,"['$2,021']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['73.9'],['None'],['1.03'],['Excellent'],['Very Good'],['59.0'],3.95 x 3.83 x 2.83 mm
LD11473341,./diamond-details/LD11473341,['0.33'],['Jun 15'],['Jun 15'],['$666'],,"['$2,018']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['73.2'],['None'],['1.05'],['Excellent'],['Very Good'],['62.0'],3.96 x 3.77 x 2.76 mm
LD12289936,./diamond-details/LD12289936,['0.31'],['Jun 15'],['Jun 15'],['$639'],,"['$2,061']",['Cushion'],['VS1'],['H'],['None'],Astor Ideal,['74.4'],['None'],['1.03'],['Excellent'],['Very Good'],['57.0'],3.82 x 3.72 x 2.77 mm
LD12892376,./diamond-details/LD12892376,['1.02'],['Jun 15'],['Jun 15'],"['$5,144']",,"['$5,043']",['Cushion'],['VVS2'],['H'],['None'],Astor Ideal,['70.0'],['Faint'],['1.04'],['Excellent'],['Very Good'],['58.0'],5.83 x 5.63 x 3.95 mm
LD11201624,./diamond-details/LD11201624,['0.61'],['Jun 15'],['Jun 15'],"['$1,448']",,"['$2,374']",['Cushion'],['VVS2'],['H'],['None'],Astor Ideal,['72.1'],['None'],['1.00'],['Excellent'],['Excellent'],['56.0'],4.75 x 4.74 x 3.42 mm
LD11143357,./diamond-details/LD11143357,['0.45'],['Jun 15'],['Jun 15'],['$838'],,"['$1,862']",['Cushion'],['VVS2'],['H'],['None'],Astor Ideal,['67.3'],['None'],['1.00'],['Excellent'],['Excellent'],['60.0'],4.48 x 4.46 x 3.00 mm
LD10259866,./diamond-details/LD10259866,['0.43'],['Jun 15'],['Jun 15'],['$810'],,"['$1,884']",['Cushion'],['VVS2'],['H'],['None'],Astor Ideal,['72.8'],['None'],['1.00'],['Excellent'],['Very Good'],['58.0'],4.24 x 4.23 x 3.08 mm
LD11510692,./diamond-details/LD11510692,['0.62'],['Jun 15'],['Jun 15'],"['$1,564']",,"['$2,523']",['Cushion'],['VVS1'],['H'],['None'],Astor Ideal,['76.0'],['None'],['1.02'],['Excellent'],['Very Good'],['57.0'],4.72 x 4.65 x 3.53 mm
LD11478106,./diamond-details/LD11478106,['0.41'],['Jun 15'],['Jun 15'],['$761'],,"['$1,856']",['Cushion'],['VVS1'],['H'],['None'],Astor Ideal,['66.3'],['Strong'],['1.01'],['Excellent'],['Excellent'],['58.0'],4.40 x 4.36 x 2.89 mm
LD12289958,./diamond-details/LD12289958,['0.34'],['Jun 15'],['Jun 15'],['$656'],,"['$1,929']",['Cushion'],['VVS1'],['H'],['None'],Astor Ideal,['75.3'],['None'],['1.02'],['Very Good'],['Very Good'],['57.0'],3.91 x 3.82 x 2.88 mm
LD12289935,./diamond-details/LD12289935,['0.33'],['Jun 15'],['Jun 15'],['$636'],,"['$1,927']",['Cushion'],['VVS1'],['H'],['None'],Astor Ideal,['75.6'],['None'],['1.03'],['Excellent'],['Very Good'],['59.0'],3.87 x 3.74 x 2.83 mm
LD10124927,./diamond-details/LD10124927,['1.05'],['Jun 15'],['Jun 15'],"['$4,324']",,"['$4,118']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['71.9'],['None'],['1.03'],['Excellent'],['Very Good'],['55.0'],5.81 x 5.66 x 4.07 mm
LD10201591,./diamond-details/LD10201591,['1.03'],['Jun 15'],['Jun 15'],"['$4,242']",,"['$4,118']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['72.6'],['None'],['1.01'],['Excellent'],['Very Good'],['56.0'],5.70 x 5.65 x 4.10 mm
LD10300478,./diamond-details/LD10300478,['1.02'],['Jun 15'],['Jun 15'],"['$4,200']",,"['$4,118']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['71.4'],['None'],['1.04'],['Excellent'],['Very Good'],['56.0'],5.85 x 5.64 x 4.03 mm
LD10409859,./diamond-details/LD10409859,['0.75'],['Jun 15'],['Jun 15'],"['$2,100']",,"['$2,800']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['72.4'],['None'],['1.01'],['Excellent'],['Very Good'],['58.0'],5.10 x 5.07 x 3.67 mm
LD10201570,./diamond-details/LD10201570,['0.74'],['Jun 15'],['Jun 15'],"['$2,020']",,"['$2,730']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['69.1'],['None'],['1.03'],['Excellent'],['Very Good'],['61.0'],5.27 x 5.10 x 3.52 mm
LD10288094,./diamond-details/LD10288094,['0.74'],['Jun 15'],['Jun 15'],"['$2,020']",,"['$2,730']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['71.5'],['None'],['1.02'],['Excellent'],['Very Good'],['57.0'],5.15 x 5.05 x 3.61 mm
LD10494010,./diamond-details/LD10494010,['0.72'],['Jun 15'],['Jun 15'],"['$1,984']",,"['$2,756']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['67.5'],['None'],['1.00'],['Excellent'],['Excellent'],['58.0'],5.20 x 5.19 x 3.50 mm
LD10259838,./diamond-details/LD10259838,['0.71'],['Jun 15'],['Jun 15'],"['$1,938']",,"['$2,730']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['70.9'],['None'],['1.04'],['Excellent'],['Very Good'],['57.0'],5.16 x 4.98 x 3.53 mm
LD10624919,./diamond-details/LD10624919,['0.70'],['Jun 15'],['Jun 15'],"['$1,929']",,"['$2,756']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['68.4'],['None'],['1.03'],['Excellent'],['Excellent'],['58.0'],5.22 x 5.09 x 3.48 mm
LD10524292,./diamond-details/LD10524292,['0.71'],['Jun 15'],['Jun 15'],"['$1,910']",,"['$2,690']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['68.0'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],5.18 x 5.14 x 3.50 mm
LD11510686,./diamond-details/LD11510686,['0.62'],['Jun 15'],['Jun 15'],"['$1,755']",,"['$2,831']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['76.1'],['Faint'],['1.04'],['Excellent'],['Very Good'],['55.0'],4.81 x 4.64 x 3.53 mm
LD10729779,./diamond-details/LD10729779,['0.53'],['Jun 15'],['Jun 15'],"['$1,504']",,"['$2,838']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['70.5'],['Medium'],['1.03'],['Excellent'],['Very Good'],['59.0'],4.71 x 4.58 x 3.22 mm
LD13046495,./diamond-details/LD13046495,['0.38'],['Jun 15'],['Jun 15'],['$872'],,"['$2,295']",['Cushion'],['SI1'],['G'],['None'],Astor Ideal,['75.5'],['None'],['1.01'],['Very Good'],['Very Good'],['58.0'],3.97 x 3.95 x 2.98 mm
LD10920624,./diamond-details/LD10920624,['0.70'],['Jun 15'],['Jun 15'],"['$2,175']",,"['$3,107']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['73.4'],['None'],['1.06'],['Excellent'],['Very Good'],['59.0'],5.12 x 4.85 x 3.56 mm
LD10064806,./diamond-details/LD10064806,['0.70'],['Jun 15'],['Jun 15'],"['$2,075']",,"['$2,964']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['69.8'],['Faint'],['1.03'],['Excellent'],['Very Good'],['56.0'],5.15 x 4.99 x 3.48 mm
LD10409849,./diamond-details/LD10409849,['0.70'],['Jun 15'],['Jun 15'],"['$2,075']",,"['$2,964']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['71.3'],['None'],['1.04'],['Excellent'],['Excellent'],['58.0'],5.12 x 4.94 x 3.52 mm
LD10494019,./diamond-details/LD10494019,['0.70'],['Jun 15'],['Jun 15'],"['$2,043']",,"['$2,919']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['67.0'],['None'],['1.00'],['Excellent'],['Excellent'],['57.0'],5.23 x 5.21 x 3.49 mm
LD11583078,./diamond-details/LD11583078,['0.61'],['Jun 15'],['Jun 15'],"['$1,441']",,"['$2,362']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['74.5'],['Medium'],['1.05'],['Excellent'],['Very Good'],['54.0'],4.86 x 4.64 x 3.46 mm
LD12280035,./diamond-details/LD12280035,['0.40'],['Jun 15'],['Jun 15'],['$788'],,"['$1,970']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['68.3'],['Faint'],['1.02'],['Excellent'],['Excellent'],['61.0'],4.32 x 4.23 x 2.89 mm
LD13046480,./diamond-details/LD13046480,['0.38'],['Jun 15'],['Jun 15'],['$743'],,"['$1,955']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['75.9'],['None'],['1.04'],['Excellent'],['Very Good'],['58.0'],4.06 x 3.92 x 2.98 mm
LD12892371,./diamond-details/LD12892371,['0.36'],['Jun 15'],['Jun 15'],['$704'],,"['$1,956']",['Cushion'],['VS2'],['G'],['None'],Astor Ideal,['75.3'],['None'],['1.04'],['Excellent'],['Very Good'],['56.0'],4.01 x 3.86 x 2.91 mm
LD13218486,./diamond-details/LD13218486,['0.70'],['Jun 15'],['Jun 15'],"['$2,813']",,"['$4,019']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['71.1'],['Medium'],['1.03'],['Excellent'],['Very Good'],['58.0'],5.13 x 4.96 x 3.53 mm
LD11143448,./diamond-details/LD11143448,['0.53'],['Jun 15'],['Jun 15'],"['$1,102']",,"['$2,079']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['72.9'],['None'],['1.04'],['Excellent'],['Very Good'],['55.0'],4.65 x 4.46 x 3.25 mm
LD12561979,./diamond-details/LD12561979,['0.34'],['Jun 15'],['Jun 15'],['$796'],,"['$2,341']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['67.9'],['None'],['1.02'],['Excellent'],['Excellent'],['58.0'],4.09 x 4.01 x 2.72 mm
LD10201587,./diamond-details/LD10201587,['0.44'],['Jun 15'],['Jun 15'],['$794'],,"['$1,805']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['72.2'],['None'],['1.04'],['Excellent'],['Very Good'],['58.0'],4.41 x 4.23 x 3.06 mm
LD10523734,./diamond-details/LD10523734,['0.44'],['Jun 15'],['Jun 15'],['$794'],,"['$1,805']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['67.7'],['None'],['1.01'],['Excellent'],['Excellent'],['58.0'],4.42 x 4.39 x 2.97 mm
LD12892369,./diamond-details/LD12892369,['0.31'],['Jun 15'],['Jun 15'],['$726'],,"['$2,342']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['71.1'],['Faint'],['1.03'],['Excellent'],['Very Good'],['60.0'],3.87 x 3.76 x 2.67 mm
LD12289948,./diamond-details/LD12289948,['0.32'],['Jun 15'],['Jun 15'],['$639'],,"['$1,997']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['75.1'],['None'],['1.04'],['Excellent'],['Very Good'],['55.0'],3.87 x 3.71 x 2.78 mm
LD10950418,./diamond-details/LD10950418,['0.32'],['Jun 15'],['Jun 15'],['$635'],,"['$1,984']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['67.6'],['None'],['1.03'],['Excellent'],['Excellent'],['59.0'],4.05 x 3.94 x 2.66 mm
LD10548116,./diamond-details/LD10548116,['0.32'],['Jun 15'],['Jun 15'],['$615'],,"['$1,922']",['Cushion'],['VS1'],['G'],['None'],Astor Ideal,['76.4'],['None'],['1.03'],['Excellent'],['Very Good'],['56.0'],3.81 x 3.69 x 2.82 mm
LD13205423,./diamond-details/LD13205423,['0.71'],['Jun 15'],['Jun 15'],"['$2,672']",,"['$3,763']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['70.4'],['None'],['1.03'],['Excellent'],['Very Good'],['59.0'],5.13 x 4.97 x 3.50 mm
LD10164993,./diamond-details/LD10164993,['0.72'],['Jun 15'],['Jun 15'],"['$2,268']",,"['$3,150']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['70.4'],['None'],['1.04'],['Very Good'],['Very Good'],['62.0'],5.20 x 5.01 x 3.52 mm
LD13046467,./diamond-details/LD13046467,['0.52'],['Jun 15'],['Jun 15'],"['$1,295']",,"['$2,490']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['74.5'],['None'],['1.03'],['Excellent'],['Very Good'],['56.0'],4.53 x 4.41 x 3.29 mm
LD12892374,./diamond-details/LD12892374,['0.50'],['Jun 15'],['Jun 15'],"['$1,291']",,"['$2,582']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['76.5'],['None'],['1.04'],['Excellent'],['Very Good'],['54.0'],4.48 x 4.31 x 3.30 mm
LD13105959,./diamond-details/LD13105959,['0.50'],['Jun 15'],['Jun 15'],"['$1,265']",,"['$2,530']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['72.3'],['Strong'],['1.04'],['Excellent'],['Very Good'],['58.0'],4.60 x 4.41 x 3.19 mm
LD13078130,./diamond-details/LD13078130,['0.39'],['Jun 15'],['Jun 15'],['$825'],,"['$2,115']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['66.0'],['None'],['1.03'],['Excellent'],['Excellent'],['60.0'],4.37 x 4.24 x 2.80 mm
LD12561963,./diamond-details/LD12561963,['0.32'],['Jun 15'],['Jun 15'],['$677'],,"['$2,116']",['Cushion'],['VVS2'],['G'],['None'],Astor Ideal,['67.6'],['None'],['1.01'],['Excellent'],['Very Good'],['59.0'],3.98 x 3.96 x 2.68 mm
LD10288012,./diamond-details/LD10288012,['0.74'],['Jun 15'],['Jun 15'],"['$2,442']",,"['$3,300']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['70.2'],['None'],['1.02'],['Excellent'],['Very Good'],['57.0'],5.20 x 5.10 x 3.58 mm
LD13205411,./diamond-details/LD13205411,['0.57'],['Jun 15'],['Jun 15'],"['$1,438']",,"['$2,523']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['72.3'],['Faint'],['1.00'],['Excellent'],['Very Good'],['58.0'],4.62 x 4.60 x 3.32 mm
LD11143450,./diamond-details/LD11143450,['0.52'],['Jun 15'],['Jun 15'],"['$1,139']",,"['$2,190']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['74.8'],['None'],['1.04'],['Excellent'],['Very Good'],['56.0'],4.58 x 4.40 x 3.29 mm
LD10523785,./diamond-details/LD10523785,['0.42'],['Jun 15'],['Jun 15'],['$875'],,"['$2,083']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['66.1'],['Faint'],['1.00'],['Excellent'],['Excellent'],['60.0'],4.41 x 4.41 x 2.91 mm
LD10524309,./diamond-details/LD10524309,['0.33'],['Jun 15'],['Jun 15'],['$617'],,"['$1,870']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['66.3'],['None'],['1.01'],['Excellent'],['Excellent'],['60.0'],4.08 x 4.05 x 2.68 mm
LD13046485,./diamond-details/LD13046485,['0.32'],['Jun 15'],['Jun 15'],['$603'],,"['$1,884']",['Cushion'],['VVS1'],['G'],['None'],Astor Ideal,['73.3'],['None'],['1.01'],['Excellent'],['Very Good'],['55.0'],3.83 x 3.79 x 2.78 mm
LD10166087,./diamond-details/LD10166087,['1.02'],['Jun 15'],['Jun 15'],"['$4,107']",,"['$4,026']",['Cushion'],['SI1'],['F'],['None'],Astor Ideal,['69.8'],['None'],['1.00'],['Excellent'],['Very Good'],['58.0'],5.73 x 5.73 x 4.00 mm
